idx,query_id,gt_id,type,gt_type,type_mismatch,degree,degree_bin,baseline_correct,cdmr_correct,group,baseline_rank,cdmr_rank,baseline_ret1,cdmr_ret1,baseline_img,baseline_attr,baseline_rel,baseline_graph,cdmr_img,cdmr_attr,cdmr_rel,cdmr_graph,delta_img,delta_attr,delta_rel,delta_graph
0,7281,15294,Event,Event,False,120.0,high_degree,True,True,both_correct,0,0,15294,15294,0.28115883469581604,0.22940732538700104,0.19803370535373688,0.29140013456344604,0.27840474247932434,0.22714702785015106,0.19622312486171722,0.2982250452041626,-0.0027540922164916992,-0.0022602975368499756,-0.0018105804920196533,0.006824910640716553
1,12046,26004,Organization,Organization,False,30.0,low_degree,False,False,both_wrong,12,10,23575,25278,0.3062482476234436,0.20602110028266907,0.157669797539711,0.3300608694553375,0.22593049705028534,0.17368373274803162,0.13293567299842834,0.4674500524997711,-0.08031775057315826,-0.03233736753463745,-0.024734124541282654,0.1373891830444336
2,4527,25902,Creative Work,Creative Work,False,206.0,high_degree,True,True,both_correct,0,0,25902,25902,0.3338213860988617,0.18928104639053345,0.1469663828611374,0.3299311697483063,0.19911275804042816,0.18815664947032928,0.102307990193367,0.5104225873947144,-0.13470862805843353,-0.0011243969202041626,-0.044658392667770386,0.18049141764640808
3,8346,20430,Place,Place,False,14.0,low_degree,True,True,both_correct,0,0,20430,20430,0.2906448543071747,0.24846474826335907,0.17261357605457306,0.28827688097953796,0.19036732614040375,0.21697942912578583,0.16957414150238037,0.4230790436267853,-0.10027752816677094,-0.03148531913757324,-0.003039434552192688,0.13480216264724731
4,3848,16225,Place,Event,True,88.0,high_degree,True,True,both_correct,0,0,16225,16225,0.26040586829185486,0.22810272872447968,0.25018659234046936,0.2613048255443573,0.17080046236515045,0.19947583973407745,0.2461249679327011,0.3835987448692322,-0.0896054059267044,-0.02862688899040222,-0.0040616244077682495,0.12229391932487488
5,11394,17728,Organization,Organization,False,23.0,low_degree,True,True,both_correct,0,0,17728,17728,0.3005600869655609,0.2204866111278534,0.16769754886627197,0.3112558126449585,0.22402596473693848,0.18780021369457245,0.14285193383693695,0.4453219175338745,-0.07653412222862244,-0.032686397433280945,-0.024845615029335022,0.13406610488891602
6,10017,16763,Person,Person,False,84.0,high_degree,True,True,both_correct,0,0,16763,16763,0.2715156078338623,0.2882132828235626,0.1729326844215393,0.26733845472335815,0.198155477643013,0.3305031657218933,0.126200333237648,0.3451410233974457,-0.0733601301908493,0.04228988289833069,-0.046732351183891296,0.07780256867408752
7,13534,15097,Entity,Event,True,35.0,mid_degree,True,False,harmed,0,1,15097,23573,0.3040810525417328,0.1964206099510193,0.15858955681324005,0.34090879559516907,0.3040810525417328,0.1964206099510193,0.15858955681324005,0.34090879559516907,0.0,0.0,0.0,0.0
8,4659,24603,Creative Work,Creative Work,False,291.0,high_degree,True,True,both_correct,0,0,24603,24603,0.24993844330310822,0.24143873155117035,0.2527911067008972,0.2558317184448242,0.1556367427110672,0.2505642771720886,0.18369537591934204,0.41010361909866333,-0.09430170059204102,0.009125545620918274,-0.06909573078155518,0.1542719006538391
9,12470,15112,Entity,Entity,False,10.0,low_degree,False,False,both_wrong,31,20,22215,22215,0.29686304926872253,0.2142971307039261,0.18420152366161346,0.3046382665634155,0.2968630790710449,0.21429714560508728,0.18420153856277466,0.3046382665634155,2.9802322387695312e-08,1.4901161193847656e-08,1.4901161193847656e-08,0.0
10,12592,19009,Person,Person,False,32.0,low_degree,True,True,both_correct,0,0,19009,19009,0.2745121121406555,0.2849613428115845,0.17091506719589233,0.2696114182472229,0.2004287987947464,0.3269174098968506,0.12478470057249069,0.34786900877952576,-0.07408331334590912,0.04195606708526611,-0.04613036662340164,0.07825759053230286
11,5195,25378,Creative Work,Creative Work,False,87.0,high_degree,True,True,both_correct,0,0,25378,25378,0.3232490122318268,0.1855413317680359,0.15841634571552277,0.332793265581131,0.19262656569480896,0.18426784873008728,0.110137440264225,0.5129681825637817,-0.13062244653701782,-0.0012734830379486084,-0.04827890545129776,0.18017491698265076
12,14313,22981,Place,Place,False,11.0,low_degree,True,True,both_correct,0,0,22981,22981,0.28175100684165955,0.2355138659477234,0.1960248053073883,0.28671035170555115,0.18387927114963531,0.20493078231811523,0.19188162684440613,0.41930830478668213,-0.09787173569202423,-0.030583083629608154,-0.004143178462982178,0.13259795308113098
13,514,17995,Person,Person,False,355.0,high_degree,True,True,both_correct,0,0,17995,17995,0.24689000844955444,0.25867989659309387,0.2499428689479828,0.2444871962070465,0.18498936295509338,0.30455490946769714,0.1874643862247467,0.32299134135246277,-0.06190064549446106,0.04587501287460327,-0.062478482723236084,0.07850414514541626
14,12543,16934,Entity,Entity,False,12.0,low_degree,False,False,both_wrong,14,8,24472,16616,0.301490843296051,0.20727422833442688,0.18321295082569122,0.3080219328403473,0.301490843296051,0.20727425813674927,0.1832129806280136,0.3080219328403473,0.0,2.9802322387695312e-08,2.9802322387695312e-08,0.0
15,2996,26572,Person,Person,False,105.0,high_degree,True,True,both_correct,0,0,26572,26572,0.2624378800392151,0.272381067276001,0.1481897234916687,0.31699129939079285,0.18745659291744232,0.30570188164711,0.10585236549377441,0.4009891450405121,-0.07498128712177277,0.03332081437110901,-0.04233735799789429,0.08399784564971924
16,3333,16797,Person,Person,False,57.0,mid_degree,True,True,both_correct,0,0,16797,16797,0.2691158354282379,0.3008076250553131,0.15235675871372223,0.27771973609924316,0.1942739635705948,0.3412056267261505,0.10998198390007019,0.3545384407043457,-0.07484187185764313,0.0403980016708374,-0.04237477481365204,0.07681870460510254
17,11910,24959,Person,Person,False,77.0,high_degree,True,True,both_correct,0,0,24959,24959,0.26630744338035583,0.2970905601978302,0.15515531599521637,0.2814466655254364,0.1921030580997467,0.33673709630966187,0.11192275583744049,0.35923710465431213,-0.07420438528060913,0.039646536111831665,-0.04323256015777588,0.07779043912887573
18,13983,18739,Place,Place,False,10.0,low_degree,True,True,both_correct,0,0,18739,18739,0.2873762547969818,0.2342304289340973,0.1784576028585434,0.2999357581138611,0.1866789609193802,0.20286695659160614,0.17387385666370392,0.4365801513195038,-0.10069729387760162,-0.03136347234249115,-0.0045837461948394775,0.1366443932056427
19,14269,26517,Person,Person,False,15.0,low_degree,True,True,both_correct,0,0,26517,26517,0.2781147062778473,0.2821213901042938,0.15768317878246307,0.2820807695388794,0.2018403559923172,0.3217155337333679,0.11443520337343216,0.3620088994503021,-0.07627435028553009,0.0395941436290741,-0.043247975409030914,0.07992812991142273
20,9830,16614,Entity,Entity,False,2.0,low_degree,False,False,both_wrong,1,2,19753,27502,0.29102998971939087,0.20300745964050293,0.17333218455314636,0.33263030648231506,0.29103001952171326,0.20300745964050293,0.17333219945430756,0.33263030648231506,2.9802322387695312e-08,0.0,1.4901161193847656e-08,0.0
21,5519,22356,Creative Work,Creative Work,False,89.0,high_degree,True,True,both_correct,0,0,22356,22356,0.317025363445282,0.19375678896903992,0.1639140248298645,0.3253038227558136,0.18950222432613373,0.19302217662334442,0.11434919387102127,0.5031263828277588,-0.12752313911914825,-0.0007346123456954956,-0.04956483095884323,0.1778225600719452
22,4089,19685,Person,Person,False,195.0,high_degree,True,True,both_correct,0,0,19685,19685,0.2745911478996277,0.30268681049346924,0.1479363590478897,0.27478569746017456,0.198348268866539,0.34354639053344727,0.10686016827821732,0.35124513506889343,-0.07624287903308868,0.04085958003997803,-0.041076190769672394,0.07645943760871887
23,14532,21297,Place,Place,False,16.0,low_degree,True,True,both_correct,0,0,21297,21297,0.2823229432106018,0.25249630212783813,0.17349779605865479,0.2916828989982605,0.18417082726955414,0.2196105718612671,0.16975493729114532,0.42646363377571106,-0.09815211594104767,-0.032885730266571045,-0.0037428587675094604,0.13478073477745056
24,7988,21537,Person,Person,False,203.0,high_degree,True,True,both_correct,0,0,21537,21537,0.27340540289878845,0.2934466004371643,0.14648295938968658,0.28666502237319946,0.19692982733249664,0.3321114778518677,0.10550478845834732,0.36545395851135254,-0.07647557556629181,0.03866487741470337,-0.040978170931339264,0.07878893613815308
25,1617,27513,Creative Work,Creative Work,False,175.0,high_degree,True,True,both_correct,0,0,27513,27513,0.320399671792984,0.19258779287338257,0.148206427693367,0.3388060927391052,0.18940234184265137,0.1897365301847458,0.1022450178861618,0.5186160802841187,-0.13099732995033264,-0.00285126268863678,-0.0459614098072052,0.17980998754501343
26,2378,19403,Place,Place,False,22.0,low_degree,True,True,both_correct,0,0,19403,19403,0.28251102566719055,0.24571357667446136,0.19028888642787933,0.28148651123046875,0.185098335146904,0.2146446257829666,0.18699714541435242,0.413259893655777,-0.09741269052028656,-0.03106895089149475,-0.0032917410135269165,0.13177338242530823
27,3875,24757,Organization,Organization,False,12.0,low_degree,False,False,both_wrong,11,45,23327,26891,0.30956822633743286,0.21004962921142578,0.17089545726776123,0.3094867169857025,0.2311907559633255,0.1792595237493515,0.14586010575294495,0.44368961453437805,-0.07837747037410736,-0.03079010546207428,-0.025035351514816284,0.13420289754867554
28,6725,22779,Person,Person,False,85.0,high_degree,True,True,both_correct,0,0,22779,22779,0.27206915616989136,0.29334238171577454,0.1558944135904312,0.2786940634250641,0.19693119823932648,0.3336276113986969,0.11284142732620239,0.35659974813461304,-0.07513795793056488,0.04028522968292236,-0.04305298626422882,0.07790568470954895
29,6019,26111,Organization,Organization,False,12.0,low_degree,True,True,both_correct,0,0,26111,26111,0.29606837034225464,0.22723129391670227,0.1649726778268814,0.31172773241996765,0.22052069008350372,0.19340690970420837,0.14043064415454865,0.44564181566238403,-0.07554768025875092,-0.033824384212493896,-0.024542033672332764,0.13391408324241638
30,9677,23188,Organization,Organization,False,32.0,low_degree,False,True,rescued,5,0,23722,23188,0.2916789650917053,0.2338775098323822,0.1813209354877472,0.2931225895881653,0.21953995525836945,0.20116105675697327,0.15597283840179443,0.42332613468170166,-0.07213900983333588,-0.032716453075408936,-0.02534809708595276,0.13020354509353638
31,7979,24185,Creative Work,Creative Work,False,100.0,high_degree,True,True,both_correct,0,0,24185,24185,0.3174823224544525,0.19151753187179565,0.1527421474456787,0.33825796842575073,0.1878863275051117,0.1888916939496994,0.10549072921276093,0.517731249332428,-0.12959599494934082,-0.0026258379220962524,-0.047251418232917786,0.17947328090667725
32,14733,19111,Organization,Organization,False,6.0,low_degree,True,True,both_correct,0,0,19111,19111,0.2868545651435852,0.22914524376392365,0.17828352749347687,0.3057166337966919,0.21422246098518372,0.19555149972438812,0.15216229856014252,0.43806374073028564,-0.07263210415840149,-0.03359374403953552,-0.02612122893333435,0.13234710693359375
33,2739,17966,Person,Person,False,118.0,high_degree,True,True,both_correct,0,0,17966,17966,0.2731688916683197,0.2953384220600128,0.14745883643627167,0.2840338349342346,0.19693930447101593,0.33455970883369446,0.10630583763122559,0.3621951639652252,-0.07622958719730377,0.03922128677368164,-0.04115299880504608,0.0781613290309906
34,9319,23741,Person,Creative Work,True,61.0,mid_degree,True,True,both_correct,0,0,23741,23741,0.2822089195251465,0.2760367691516876,0.15073199570178986,0.29102233052253723,0.2042568027973175,0.3139230012893677,0.10909061133861542,0.372729629278183,-0.07795211672782898,0.037886232137680054,-0.04164138436317444,0.08170729875564575
35,8724,22547,Organization,Organization,False,42.0,mid_degree,True,True,both_correct,0,0,22547,22547,0.3139793872833252,0.1993224173784256,0.15633946657180786,0.33035874366760254,0.23171070218086243,0.16809162497520447,0.13185763359069824,0.46834003925323486,-0.08226868510246277,-0.03123079240322113,-0.02448183298110962,0.13798129558563232
36,14278,27256,Person,Person,False,31.0,low_degree,True,True,both_correct,0,0,27256,27256,0.2720777094364166,0.28453582525253296,0.15583157539367676,0.28755488991737366,0.1966746300458908,0.3231797516345978,0.11263753473758698,0.3675079941749573,-0.07540307939052582,0.03864392638206482,-0.04319404065608978,0.07995310425758362
37,7009,17190,Person,Person,False,50.0,mid_degree,True,True,both_correct,0,0,17190,17190,0.2722400426864624,0.29891422390937805,0.15236346423625946,0.2764822840690613,0.196829691529274,0.33957573771476746,0.1101575717329979,0.35343706607818604,-0.07541035115718842,0.040661513805389404,-0.042205892503261566,0.07695478200912476
38,11818,25409,Place,Place,False,16.0,low_degree,True,False,harmed,0,2,25409,19626,0.2874671220779419,0.24206994473934174,0.17397800087928772,0.29648497700691223,0.18718519806861877,0.21015861630439758,0.16991493105888367,0.43274134397506714,-0.10028192400932312,-0.03191132843494415,-0.004063069820404053,0.1362563669681549
39,6604,15795,Person,Person,False,124.0,high_degree,True,True,both_correct,0,0,15795,15795,0.2696513831615448,0.30519744753837585,0.1471147984266281,0.27803635597229004,0.1942538619041443,0.3454618752002716,0.10597892850637436,0.35430532693862915,-0.07539752125740051,0.04026442766189575,-0.041135869920253754,0.07626897096633911
40,2302,20190,Place,Place,False,25.0,low_degree,True,True,both_correct,0,0,20190,20190,0.29049667716026306,0.2539350390434265,0.16356295347213745,0.2920053005218506,0.1899995356798172,0.22144028544425964,0.1604539304971695,0.42810630798339844,-0.10049714148044586,-0.03249475359916687,-0.0031090229749679565,0.13610100746154785
41,350,15496,Person,Creative Work,True,75.0,high_degree,True,True,both_correct,0,0,15496,15496,0.281073659658432,0.2777465283870697,0.1514236330986023,0.2897562086582184,0.203406423330307,0.31582289934158325,0.10958194732666016,0.37118878960609436,-0.077667236328125,0.03807637095451355,-0.04184168577194214,0.08143258094787598
42,9755,16633,Entity,Entity,False,28.0,low_degree,True,True,both_correct,0,0,16633,16633,0.30454519391059875,0.2153462916612625,0.16192707419395447,0.3181813955307007,0.30454519391059875,0.2153462916612625,0.16192707419395447,0.3181813955307007,0.0,0.0,0.0,0.0
